('sloth', 3.9699570815450644)
('lined', 3.9699570815450644)
('petal', 3.9699570815450644)
('bleat', 3.9699570815450644)
('sedan', 3.9699570815450644)
('bagel', 3.9699570815450644)
('bides', 3.9699570815450644)
('caret', 3.9699570815450644)
('lapis', 3.9699570815450644)
('hales', 3.9699570815450644)
('tarps', 3.9699570815450644)
('bolas', 3.9699570815450644)
('wroth', 3.9699570815450644)
('aport', 3.9699570815450644)
('trick', 3.9742489270386265)
('worst', 3.9742489270386265)
('dealt', 3.9742489270386265)
('swore', 3.9742489270386265)
('lanes', 3.9742489270386265)
('peril', 3.9742489270386265)
('leash', 3.9742489270386265)
('fairs', 3.9742489270386265)
('drone', 3.9742489270386265)
('hares', 3.9742489270386265)
('shorn', 3.9742489270386265)
('pales', 3.9742489270386265)
('pares', 3.9742489270386265)
('ghoul', 3.9742489270386265)
('shunt', 3.9742489270386265)
('sitar', 3.9742489270386265)
('glads', 3.9742489270386265)
('shier', 3.9742489270386265)
('litho', 3.9742489270386265)
('crits', 3.9742489270386265)
('slier', 3.9742489270386265)
('taros', 3.9742489270386265)
('solar', 3.978448275862069)
('print', 3.978448275862069)
('built', 3.9785407725321886)
('sharp', 3.9785407725321886)
('drops', 3.9785407725321886)
('cards', 3.9785407725321886)
('beats', 3.9785407725321886)
('adult', 3.9785407725321886)
('cries', 3.9785407725321886)
('tiles', 3.9785407725321886)
('curse', 3.9785407725321886)
('saint', 3.9785407725321886)
('sworn', 3.9785407725321886)
('wrest', 3.9785407725321886)
('dears', 3.9785407725321886)
('bares', 3.9785407725321886)
('sable', 3.9785407725321886)
('cleat', 3.9785407725321886)
('doers', 3.9785407725321886)
('latin', 3.9785407725321886)
('laird', 3.9785407725321886)
('biles', 3.9785407725321886)
('apers', 3.9785407725321886)
('socle', 3.9785407725321886)
('sawer', 3.9785407725321886)
('wrote', 3.9827586206896552)
('labor', 3.9827586206896552)
('pleat', 3.9827586206896552)
('write', 3.982832618025751)
('table', 3.982832618025751)
('horse', 3.982832618025751)
('tried', 3.982832618025751)
('reins', 3.982832618025751)
('marsh', 3.982832618025751)
('coals', 3.982832618025751)
('blues', 3.982832618025751)
('guilt', 3.982832618025751)
('super', 3.982832618025751)
('tread', 3.982832618025751)
('pores', 3.982832618025751)
('poise', 3.982832618025751)
('rites', 3.982832618025751)
('lapse', 3.982832618025751)
('grits', 3.982832618025751)
('coupe', 3.982832618025751)
('plods', 3.982832618025751)
('peals', 3.982832618025751)
('crone', 3.982832618025751)
('hinds', 3.982832618025751)
('penis', 3.982832618025751)
('copse', 3.982832618025751)
('girds', 3.982832618025751)
('dirks', 3.982832618025751)
('cubit', 3.982832618025751)
('slurp', 3.982832618025751)
('carne', 3.982832618025751)
('splat', 3.982832618025751)
('rapes', 3.982832618025751)
('scarp', 3.982832618025751)
('nerds', 3.982832618025751)
('toper', 3.982832618025751)
('tiros', 3.982832618025751)
('liras', 3.982832618025751)
('nares', 3.982832618025751)
('perch', 3.9870689655172415)
('shire', 3.9870689655172415)
('bread', 3.9871244635193133)
('tribe', 3.9871244635193133)
('rates', 3.9871244635193133)
('lions', 3.9871244635193133)
('hides', 3.9871244635193133)
('rides', 3.9871244635193133)
('spoil', 3.9871244635193133)
('wears', 3.9871244635193133)
('risen', 3.9871244635193133)
('stole', 3.9871244635193133)
('herbs', 3.9871244635193133)
('raids', 3.9871244635193133)
('clash', 3.9871244635193133)
('plaid', 3.9871244635193133)
('erupt', 3.9871244635193133)
('gable', 3.9871244635193133)
('spilt', 3.9871244635193133)
('hires', 3.9871244635193133)
('rinds', 3.9871244635193133)
('talcs', 3.9871244635193133)
('soled', 3.9871244635193133)
('boner', 3.9871244635193133)
('biers', 3.9871244635193133)
('ogres', 3.9871244635193133)
('reals', 3.9871244635193133)
('dolce', 3.9871244635193133)
('blash', 3.9871244635193133)
('chars', 3.9871244635193133)
('greps', 3.9871244635193133)
('lobar', 3.9871244635193133)
('shnor', 3.9871244635193133)
('eruct', 3.9871244635193133)
('lades', 3.9871244635193133)
('phial', 3.9871244635193133)
('thous', 3.9871244635193133)
('liers', 3.9871244635193133)
('besot', 3.9871244635193133)
('clear', 3.9914163090128754)
('noise', 3.9914163090128754)
('beans', 3.9914163090128754)
('slide', 3.9914163090128754)
('horns', 3.9914163090128754)
('tales', 3.9914163090128754)
('noble', 3.9914163090128754)
('polar', 3.9914163090128754)
('alter', 3.9914163090128754)
('bolts', 3.9914163090128754)
('pails', 3.9914163090128754)
('rouse', 3.9914163090128754)
('creak', 3.9914163090128754)
('sling', 3.9914163090128754)
('capes', 3.9914163090128754)
('lithe', 3.9914163090128754)
('cater', 3.9914163090128754)
('brews', 3.9914163090128754)
('edits', 3.9914163090128754)
('lores', 3.9914163090128754)
('rends', 3.9914163090128754)
('warps', 3.9914163090128754)
('trams', 3.9914163090128754)
('shied', 3.9914163090128754)
('sprue', 3.9914163090128754)
('blear', 3.9914163090128754)
('antis', 3.9914163090128754)
('stied', 3.9914163090128754)
('solid', 3.995708154506438)
('cruel', 3.995708154506438)
('crisp', 3.995708154506438)
('glare', 3.995708154506438)
('glide', 3.995708154506438)
('corps', 3.995708154506438)
('grins', 3.995708154506438)
('caste', 3.995708154506438)
('scant', 3.995708154506438)
('farce', 3.995708154506438)
('saber', 3.995708154506438)
('louse', 3.995708154506438)
('saner', 3.995708154506438)
('lopes', 3.995708154506438)
('copes', 3.995708154506438)
('leach', 3.995708154506438)
('sabre', 3.995708154506438)
('nodes', 3.995708154506438)
('bilge', 3.995708154506438)
('toner', 3.995708154506438)
('sward', 3.995708154506438)
('snide', 3.995708154506438)
('debit', 3.995708154506438)
('frosh', 3.995708154506438)
('swart', 3.995708154506438)
('roils', 3.995708154506438)
('carte', 3.995708154506438)
('gaols', 3.995708154506438)
('spier', 3.995708154506438)
('trews', 3.995708154506438)
('lased', 3.995708154506438)
('space', 4.0)
('south', 4.0)
('cream', 4.0)
('holds', 4.0)
('nails', 4.0)
('beads', 4.0)
('races', 4.0)
('slant', 4.0)
('scare', 4.0)
('spout', 4.0)
('lance', 4.0)
('brute', 4.0)
('tours', 4.0)
('broil', 4.0)
('crags', 4.0)
('plush', 4.0)
('glade', 4.0)
('heals', 4.0)
('froth', 4.0)
('duets', 4.0)
('dines', 4.0)
('dolts', 4.0)
('lodes', 4.0)
('oiled', 4.0)
('terns', 4.0)
('blest', 4.0)
('garde', 4.0)
('bards', 4.0)
('cadre', 4.0)
('islet', 4.0)
('spiel', 4.0)
('liens', 4.0)
('lobed', 4.0)
('crypt', 4.0)
('pater', 4.0)
('codas', 4.0)
('tarns', 4.0)
('blahs', 4.0)
('absit', 4.0)
('astro', 4.0)
('doser', 4.0)
('birds', 4.0042918454935625)
('third', 4.0042918454935625)
('shine', 4.0042918454935625)
('crown', 4.0042918454935625)
('float', 4.0042918454935625)
('arise', 4.0042918454935625)
('ports', 4.0042918454935625)
('stare', 4.0042918454935625)
('prism', 4.0042918454935625)
('tidal', 4.0042918454935625)
('lodge', 4.0042918454935625)
('cedar', 4.0042918454935625)
('idols', 4.0042918454935625)
('adopt', 4.0042918454935625)
('thorn', 4.0042918454935625)
('plots', 4.0042918454935625)
('trays', 4.0042918454935625)
('stair', 4.0042918454935625)
('inlet', 4.0042918454935625)
('laces', 4.0042918454935625)
('leapt', 4.0042918454935625)
('olden', 4.0042918454935625)
('frets', 4.0042918454935625)
('corns', 4.0042918454935625)
('cased', 4.0042918454935625)
('parch', 4.0042918454935625)
('dices', 4.0042918454935625)
('lingo', 4.0042918454935625)
('caped', 4.0042918454935625)
('haled', 4.0042918454935625)
('rubes', 4.0042918454935625)
('dinar', 4.0042918454935625)
('lotsa', 4.0042918454935625)
('bruit', 4.0042918454935625)
('dulse', 4.0042918454935625)
('rials', 4.0042918454935625)
('triad', 4.004310344827586)
('house', 4.008583690987124)
('parts', 4.008583690987124)
('plain', 4.008583690987124)
('shore', 4.008583690987124)
('strip', 4.008583690987124)
('rapid', 4.008583690987124)
('crash', 4.008583690987124)
('bride', 4.008583690987124)
('crude', 4.008583690987124)
('slain', 4.008583690987124)
('leaps', 4.008583690987124)
('pines', 4.008583690987124)
('coils', 4.008583690987124)
('spied', 4.008583690987124)
('scorn', 4.008583690987124)
('lends', 4.008583690987124)
('mores', 4.008583690987124)
('floes', 4.008583690987124)
('glues', 4.008583690987124)
('harps', 4.008583690987124)
('plies', 4.008583690987124)
('aster', 4.008583690987124)
('sprig', 4.008583690987124)
('baser', 4.008583690987124)
('boars', 4.008583690987124)
('blurs', 4.008583690987124)
('banes', 4.008583690987124)
('octal', 4.008583690987124)
('sprit', 4.008583690987124)
('libra', 4.008583690987124)
('rebid', 4.008583690987124)
('colas', 4.008583690987124)
('orcas', 4.008583690987124)
('eclat', 4.008583690987124)
('plash', 4.008583690987124)
('plebs', 4.008583690987124)
('caner', 4.008583690987124)
('glary', 4.008583690987124)
('rices', 4.008583690987124)
('arity', 4.008583690987124)
('selah', 4.008583690987124)
('moist', 4.008620689655173)
('swirl', 4.008620689655173)
('learn', 4.012875536480687)
('bones', 4.012875536480687)
('price', 4.012875536480687)
('raise', 4.012875536480687)
('tower', 4.012875536480687)
('guest', 4.012875536480687)
('blame', 4.012875536480687)
('hears', 4.012875536480687)
('strap', 4.012875536480687)
('flint', 4.012875536480687)
('carol', 4.012875536480687)
('sawed', 4.012875536480687)
('laser', 4.012875536480687)
('relic', 4.012875536480687)
('diner', 4.012875536480687)
('baste', 4.012875536480687)
('trims', 4.012875536480687)
('hails', 4.012875536480687)
('fries', 4.012875536480687)
('enrol', 4.012875536480687)
('doles', 4.012875536480687)
('dirts', 4.012875536480687)
('holed', 4.012875536480687)
('honed', 4.012875536480687)
('shoed', 4.012875536480687)
('clops', 4.012875536480687)
('drily', 4.012875536480687)
('owlet', 4.012875536480687)
('grail', 4.012875536480687)
('topes', 4.012875536480687)
('resaw', 4.012875536480687)
('sprog', 4.012875536480687)
('prims', 4.012875536480687)
('thens', 4.012875536480687)
('osier', 4.012875536480687)
('store', 4.012931034482759)
('crust', 4.012931034482759)
('cried', 4.017167381974249)
('cause', 4.017167381974249)
('helps', 4.017167381974249)
('split', 4.017167381974249)
('acres', 4.017167381974249)
('sword', 4.017167381974249)
('stern', 4.017167381974249)
('pearl', 4.017167381974249)
('rails', 4.017167381974249)
('trend', 4.017167381974249)
('snail', 4.017167381974249)
('darts', 4.017167381974249)
('resin', 4.017167381974249)
('tenor', 4.017167381974249)
('cleft', 4.017167381974249)
('mares', 4.017167381974249)
('autos', 4.017167381974249)
('earls', 4.017167381974249)
('coeds', 4.017167381974249)
('caned', 4.017167381974249)
('cuter', 4.017167381974249)
('anise', 4.017167381974249)
('sited', 4.017167381974249)
('globs', 4.017167381974249)
('deism', 4.017167381974249)
('clone', 4.017167381974249)
('poset', 4.017167381974249)
('orals', 4.017167381974249)
('swarf', 4.017167381974249)
('fores', 4.017167381974249)
('cento', 4.017167381974249)
('noter', 4.017167381974249)
('boule', 4.017167381974249)
('drain', 4.017241379310345)
('water', 4.021459227467811)
('shirt', 4.021459227467811)
('chose', 4.021459227467811)
('mines', 4.021459227467811)
('ratio', 4.021459227467811)
('rains', 4.021459227467811)
('grasp', 4.021459227467811)
('dwelt', 4.021459227467811)
('pains', 4.021459227467811)
('taper', 4.021459227467811)
('aisle', 4.021459227467811)
('grape', 4.021459227467811)
('irons', 4.021459227467811)
('melon', 4.021459227467811)
('nicer', 4.021459227467811)
('shrug', 4.021459227467811)
('grips', 4.021459227467811)
('spade', 4.021459227467811)
('plied', 4.021459227467811)
('aides', 4.021459227467811)
('hauls', 4.021459227467811)
('astir', 4.021459227467811)
('graft', 4.021459227467811)
('copra', 4.021459227467811)
('tines', 4.021459227467811)
('chide', 4.021459227467811)
('molar', 4.021459227467811)
('tuber', 4.021459227467811)
('irate', 4.021459227467811)
('prods', 4.021459227467811)
('aspic', 4.021459227467811)
('baits', 4.021459227467811)
('aleph', 4.021459227467811)
('wales', 4.021459227467811)
('frats', 4.021459227467811)
('posit', 4.021459227467811)
('betas', 4.021459227467811)
('estop', 4.021459227467811)
('cairn', 4.021459227467811)
('sepal', 4.021459227467811)
('clads', 4.021459227467811)
('cornu', 4.021459227467811)
('largo', 4.021459227467811)
('pards', 4.021459227467811)
('sager', 4.021459227467811)
('spina', 4.021459227467811)
('trued', 4.021459227467811)
('worts', 4.021459227467811)
('miens', 4.021459227467811)
('doter', 4.021459227467811)
('lings', 4.021459227467811)
('fresh', 4.021551724137931)
('react', 4.021551724137931)
('blush', 4.021551724137931)
('blurt', 4.021551724137931)
('tilde', 4.021551724137931)
('since', 4.0257510729613735)
('later', 4.0257510729613735)
('plant', 4.0257510729613735)
('plane', 4.0257510729613735)
('scale', 4.0257510729613735)
('beach', 4.0257510729613735)
('mouse', 4.0257510729613735)
('angel', 4.0257510729613735)
('steal', 4.0257510729613735)
('pulse', 4.0257510729613735)
('tramp', 4.0257510729613735)
('grind', 4.0257510729613735)
('groan', 4.0257510729613735)
('drown', 4.0257510729613735)
('laden', 4.0257510729613735)
('gears', 4.0257510729613735)
('shale', 4.0257510729613735)
('leans', 4.0257510729613735)
('laced', 4.0257510729613735)
('wilds', 4.0257510729613735)
('clasp', 4.0257510729613735)
('adorn', 4.0257510729613735)
('paler', 4.0257510729613735)
('shalt', 4.0257510729613735)
('shrew', 4.0257510729613735)
('crave', 4.0257510729613735)
('brays', 4.0257510729613735)
('tunas', 4.0257510729613735)
('arced', 4.0257510729613735)
('gents', 4.0257510729613735)
('blocs', 4.0257510729613735)
('bloke', 4.0257510729613735)
('runes', 4.0257510729613735)
('picas', 4.0257510729613735)
('grads', 4.0257510729613735)
('felon', 4.0257510729613735)
('begot', 4.0257510729613735)
('adlib', 4.0257510729613735)
('torus', 4.0257510729613735)
('cager', 4.0257510729613735)
('rants', 4.0257510729613735)
('narcs', 4.0257510729613735)
('gimel', 4.0257510729613735)
('hilar', 4.0257510729613735)
('noire', 4.0257510729613735)
('polis', 4.0257510729613735)
('lepta', 4.0257510729613735)
('roids', 4.0257510729613735)
('wonts', 4.0257510729613735)
('treys', 4.0257510729613735)
('dicer', 4.0257510729613735)
('filar', 4.0257510729613735)
('turds', 4.0257510729613735)
('bider', 4.0257510729613735)
('bench', 4.025862068965517)
('shrub', 4.025862068965517)
('cloth', 4.030042918454936)
('grain', 4.030042918454936)
('poles', 4.030042918454936)
('coats', 4.030042918454936)
('wrath', 4.030042918454936)
('tunes', 4.030042918454936)
('sauce', 4.030042918454936)
('draws', 4.030042918454936)
('scope', 4.030042918454936)
('codes', 4.030042918454936)
('roles', 4.030042918454936)
('pours', 4.030042918454936)
('alien', 4.030042918454936)
('paces', 4.030042918454936)
('borne', 4.030042918454936)
('loins', 4.030042918454936)
('drags', 4.030042918454936)
('plead', 4.030042918454936)
('enact', 4.030042918454936)
('lures', 4.030042918454936)
('nosed', 4.030042918454936)
('thuds', 4.030042918454936)
('flirt', 4.030042918454936)
('brags', 4.030042918454936)
('arson', 4.030042918454936)
('cribs', 4.030042918454936)
('wreak', 4.030042918454936)
('larch', 4.030042918454936)
('bluer', 4.030042918454936)
('boned', 4.030042918454936)
('lints', 4.030042918454936)
('bream', 4.030042918454936)
('timer', 4.030042918454936)
('credo', 4.030042918454936)
('louts', 4.030042918454936)
('nitro', 4.030042918454936)
('lites', 4.030042918454936)
('muser', 4.030042918454936)
('tiler', 4.030042918454936)
('shoat', 4.030042918454936)
('lapin', 4.030042918454936)
('giros', 4.030042918454936)
('shoer', 4.030042918454936)
('paren', 4.030042918454936)
('holer', 4.030042918454936)
('gator', 4.030042918454936)
('roble', 4.030042918454936)
('grade', 4.030172413793103)
('heard', 4.034334763948498)
('tired', 4.034334763948498)
('track', 4.034334763948498)
('rough', 4.034334763948498)
('holes', 4.034334763948498)
('tones', 4.034334763948498)
('ranch', 4.034334763948498)
('slept', 4.034334763948498)
('reads', 4.034334763948498)
('dates', 4.034334763948498)
('ropes', 4.034334763948498)
('loads', 4.034334763948498)
('coral', 4.034334763948498)
('cared', 4.034334763948498)
('cable', 4.034334763948498)
('moths', 4.034334763948498)
('robin', 4.034334763948498)
('scarf', 4.034334763948498)
('brisk', 4.034334763948498)
('inert', 4.034334763948498)
('cider', 4.034334763948498)
('warns', 4.034334763948498)
('girth', 4.034334763948498)
('nears', 4.034334763948498)
('warts', 4.034334763948498)
('grope', 4.034334763948498)
('clots', 4.034334763948498)
('brunt', 4.034334763948498)
('scram', 4.034334763948498)
('shirk', 4.034334763948498)
('slake', 4.034334763948498)
('sirup', 4.034334763948498)
('harms', 4.034334763948498)
('acnes', 4.034334763948498)
('blued', 4.034334763948498)
('croft', 4.034334763948498)
('rheas', 4.034334763948498)
('chard', 4.034334763948498)
('knish', 4.034334763948498)
('roans', 4.034334763948498)
('girts', 4.034334763948498)
('oldie', 4.034334763948498)
('girly', 4.034334763948498)
('artsy', 4.034334763948498)
('ambit', 4.034334763948498)
('plein', 4.034334763948498)
('plats', 4.034334763948498)
('chile', 4.034334763948498)
('litre', 4.034334763948498)
('bodge', 4.034334763948498)
('dipso', 4.034334763948498)
('ghoti', 4.034334763948498)
('loges', 4.034334763948498)
('abled', 4.034334763948498)
('lieth', 4.034334763948498)
('cauls', 4.034334763948498)
('peats', 4.034334763948498)
('pilot', 4.0344827586206895)
('heron', 4.0344827586206895)
('goner', 4.0344827586206895)
('whose', 4.03862660944206)
('child', 4.03862660944206)
('dance', 4.03862660944206)
('rules', 4.03862660944206)
('cents', 4.03862660944206)
('count', 4.03862660944206)
('score', 4.03862660944206)
('paint', 4.03862660944206)
('broad', 4.03862660944206)
('storm', 4.03862660944206)
('birth', 4.03862660944206)
('leads', 4.03862660944206)
('meals', 4.03862660944206)
('beard', 4.03862660944206)
('drift', 4.03862660944206)
('phase', 4.03862660944206)
('lemon', 4.03862660944206)
('actor', 4.03862660944206)
('cloak', 4.03862660944206)
('barns', 4.03862660944206)
('snare', 4.03862660944206)
('agile', 4.03862660944206)
('chirp', 4.03862660944206)
('prowl', 4.03862660944206)
('claps', 4.03862660944206)
('loser', 4.03862660944206)
('wrens', 4.03862660944206)
('rages', 4.03862660944206)
('shoal', 4.03862660944206)
('loped', 4.03862660944206)
('miser', 4.03862660944206)
('preys', 4.03862660944206)
('ailed', 4.03862660944206)
('crams', 4.03862660944206)
('mires', 4.03862660944206)
('heros', 4.03862660944206)
('penal', 4.03862660944206)
('sorta', 4.03862660944206)
('spate', 4.03862660944206)
('bronc', 4.03862660944206)
('bidet', 4.03862660944206)
('baler', 4.03862660944206)
('nadir', 4.03862660944206)
('sated', 4.03862660944206)
('prigs', 4.03862660944206)
('poser', 4.03862660944206)
('roust', 4.03862660944206)
('ogles', 4.03862660944206)
('tuans', 4.03862660944206)
('bergs', 4.03862660944206)
('slued', 4.03862660944206)
('rimes', 4.03862660944206)
('pones', 4.03862660944206)
('tubal', 4.03862660944206)
('shlep', 4.03862660944206)
('lunes', 4.03862660944206)
('ceils', 4.03862660944206)
('harks', 4.03862660944206)
('large', 4.042918454935623)
('metal', 4.042918454935623)
('trade', 4.042918454935623)
('clean', 4.042918454935623)
('hotel', 4.042918454935623)
('coins', 4.042918454935623)
('pause', 4.042918454935623)
('dimes', 4.042918454935623)
('input', 4.042918454935623)
('piled', 4.042918454935623)
('shark', 4.042918454935623)
('wrist', 4.042918454935623)
('blunt', 4.042918454935623)
('glued', 4.042918454935623)
('abuse', 4.042918454935623)
('aunts', 4.042918454935623)
('earns', 4.042918454935623)
('scary', 4.042918454935623)
('liner', 4.042918454935623)
('paced', 4.042918454935623)
('tapes', 4.042918454935623)
('ripen', 4.042918454935623)
('humps', 4.042918454935623)
('fines', 4.042918454935623)
('prays', 4.042918454935623)
('loath', 4.042918454935623)
('lotus', 4.042918454935623)
('snipe', 4.042918454935623)
('whirs', 4.042918454935623)
('cokes', 4.042918454935623)
('romps', 4.042918454935623)
('lames', 4.042918454935623)
('hosed', 4.042918454935623)
('lards', 4.042918454935623)
('scrip', 4.042918454935623)
('metro', 4.042918454935623)
('dyers', 4.042918454935623)
('hulas', 4.042918454935623)
('ogled', 4.042918454935623)
('abuts', 4.042918454935623)
('hater', 4.042918454935623)
('burls', 4.042918454935623)
('tesla', 4.042918454935623)
('gelds', 4.042918454935623)
('sutra', 4.042918454935623)
('pitas', 4.042918454935623)
('raths', 4.042918454935623)
('limed', 4.042918454935623)
('inapt', 4.042918454935623)
('intra', 4.042918454935623)
('diems', 4.042918454935623)
('bents', 4.042918454935623)
('ulnar', 4.042918454935623)
('actin', 4.042918454935623)
('weals', 4.042918454935623)
('hoers', 4.042918454935623)
('tangs', 4.042918454935623)
('login', 4.042918454935623)
('gripe', 4.043103448275862)
('comes', 4.047210300429184)
('reach', 4.047210300429184)
('angle', 4.047210300429184)
('dream', 4.047210300429184)
('spite', 4.047210300429184)
('route', 4.047210300429184)
('rings', 4.047210300429184)
('grand', 4.047210300429184)
('slice', 4.047210300429184)
('diary', 4.047210300429184)
('deals', 4.047210300429184)
('males', 4.047210300429184)
('towel', 4.047210300429184)
('pints', 4.047210300429184)
('spine', 4.047210300429184)
('cling', 4.047210300429184)
('swarm', 4.047210300429184)
('crush', 4.047210300429184)
('chops', 4.047210300429184)
('pelts', 4.047210300429184)
('latch', 4.047210300429184)
('mirth', 4.047210300429184)
('urges', 4.047210300429184)
('moles', 4.047210300429184)
('caged', 4.047210300429184)
('liter', 4.047210300429184)
('stork', 4.047210300429184)
('pecan', 4.047210300429184)
('tunic', 4.047210300429184)
('wades', 4.047210300429184)
('palsy', 4.047210300429184)
('tacos', 4.047210300429184)
('baled', 4.047210300429184)
('antic', 4.047210300429184)
('drape', 4.047210300429184)
('peons', 4.047210300429184)
('pried', 4.047210300429184)
('abler', 4.047210300429184)
('toned', 4.047210300429184)
('bails', 4.047210300429184)
('marts', 4.047210300429184)
('helms', 4.047210300429184)
('decal', 4.047210300429184)
('togas', 4.047210300429184)
('bower', 4.047210300429184)
('glean', 4.047210300429184)
('skoal', 4.047210300429184)
('biter', 4.047210300429184)
